Fecha,ID,NXXX,Cantidad,Precio_prod
2017!/{6-/.24,400005,554170000518,5,5534
2017/6/25,400009,554170000519,3,6476
2017/6/25,400010,554170000520,5,9744
2017/6/25,400008,554170000520,1,7186
2017/6/25,400009,554170000520,4,6141
2017/6/25,400001,554170000520,5,3644
2017/6/25,400002,554170000521,5,7496
2017_/6/25,400007,554170000521,2,5755
2017/6/26,400001,554170000522,3,7457
2017/6/26,400002,554170000522,1,8432
2017!/{6-/.26,400002,554170000523,1,8575
2017/6/26,400003,554170000523,5,2338
2017/6/26,400008,554170000523,1,4656
2017/6/26,400003,554170000524,4,2644
2017/6/27,400005,554170000525,3,2934
2017/6/27,400006,554170000525,3,2242
2017/6/27,400008,554170000525,1,6754
2017/6/27,400009,554170000525,5,9141
2017/6/27,400004,554170000526,4,7974
2017/6/27,400010,554170000527,3,5245
2017/6/27,400009,55417XXXXXXX,2,7802
2017/6/27,400004,554170000529,2,2980
2017/6/27,400006,554170000529,4,6907
2017_/6/27,400010,554170000529,3,3402
2017/6/27,400009,554170000529,4,7226
2017/6/28,400009,554170000530,4,9491
2017/6/28,400004,554170000530,3,6342
2017/6/28,400006,554170000531,5,1034
2017/6/28,400008,554170000531,3,8172
2017!/{6-/.28,400005,554170000531,3,8570
2017/6/29,400003,554170000532,3,5642
2017_/6/29,4XXXXX,554170000532,5,7053
2017/6/29,400005,554170000532,4,5491
2017/6/29,400007,554170000532,2,8926
2017/6/29,400006,554170000533,3,6299
2017/6/29,400007,554170000533,5,1709
2017/6/29,400010,554170000533,2,6973
2017/6/29,400002,554170000533,3,5169
2017_/6/29,400007,554170000534,2,4779
2017/6/29,4XXXXX,554170000534,2,2915
2017/6/29,400004,554170000535,4,5381
2017!/{6-/.29,400008,554170000535,3,6956
2017/6/29,4XXXXX,554170000535,1,1882
2017/6/29,400006,554170000535,1,8005
2017/6/29,400008,554170000536,1,4491
2017/6/29,400001,554170000536,2,8408
2017/6/30,400009,554170000537,4,8442
2017/6/30,400007,554170000538,4,9920
2017/6/30,4XXXXX,554170000538,4,2338
2017/6/30,400004,554170000538,3,5625
2017!/{7-/.1,400003,554170000539,2,4348
2017/7/1,400009,554170000539,5,9877
2017!/{7-/.1,400008,554170000539,1,4154
2017/7/1,400004,554170000539,3,7203
2017_/7/1,400006,554170000540,4,5440
2017/7/1,400003,554170000540,1,3015
2017/7/1,400009,554170000540,2,8807
2017!/{7-/.1,400005,554170000540,4,2824
2017/7/2,400008,554170000541,2,5705
2017/7/2,400001,554170000541,3,2565
2017/7/2,4XXXXX,554170000541,1,9285
2017/7/2,400010,554170000541,3,3180
2017/7/2,400004,554170000542,5,3198
2017/7/2,400003,554170000542,4,7560
2017/7/2,400005,554170000542,2,4743
2017_/7/2,400002,554170000542,2,6664
2017/7/2,400001,554170000543,2,9934
2017_/7/3,400010,554170000544,4,2047
2017/7/3,400005,554170000544,2,4196
2017!/{7-/.3,400007,554170000544,2,7974
2017/7/3,400002,554170000544,5,5582
2017/7/3,400005,554170000545,2,8101
2017_/7/3,400001,554170000545,2,3445
2017/7/3,400010,554170000546,5,8734
2017/7/3,4XXXXX,554170000546,1,4390
2017/7/3,400003,554170000546,1,9816
2017!/{7-/.3,400001,554170000546,3,9696
2017/7/3,400005,554170000547,2,5699
2017/7/3,400001,554170000547,4,5926
2017/7/3,400010,554170000547,3,7831
2017/7/3,400004,554170000548,1,7930
2017/7/3,400010,554170000548,2,5732
2017_/7/3,400009,554170000548,5,7382
2017!/{7-/.4,400001,554170000549,1,7405
2017/7/4,400004,554170000549,5,5857
2017_/7/4,400010,554170000550,1,1287
2017/7/4,400003,554170000551,4,8041
2017!/{7-/.4,400008,554170000551,5,4142
2017_/7/4,400006,554170000551,5,2120
2017/7/4,4XXXXX,554170000551,4,3593
2017!/{7-/.4,400005,554170000552,4,3554
2017/7/4,400001,554170000552,2,1941
2017/7/4,400007,554170000552,5,8710
2017/7/4,400008,554170000552,5,6715
2017/7/4,400002,554170000553,1,4334
2017/7/4,400005,554170000553,5,1550
2017!/{7-/.4,4XXXXX,554170000553,4,7633
2017/7/5,400002,554170000554,4,6663
2017/7/5,400001,554170000554,5,4809
2017/7/6,400002,554170000555,4,4650
2017/7/6,400005,554170000555,1,2309
2017/7/6,400006,554170000556,3,6049
2017/7/6,400009,554170000556,2,9652
2017/7/6,400007,554170000556,2,8898
2017/7/6,400008,554170000556,2,2192
2017!/{7-/.6,400004,554170000557,4,3435
2017_/7/6,400007,554170000557,1,2727
2017/7/6,400009,554170000557,1,3290
2017!/{7-/.6,400005,554170000558,4,2574
2017!/{7-/.7,400010,554170000559,4,4629
2017/7/7,400006,554170000559,3,1000
2017/7/7,400010,554170000560,2,2395
2017/7/7,400001,554170000560,3,5383
2017/7/7,400008,554170000560,3,1660
2017/7/7,400009,554170000560,3,6649
2017/7/8,400004,554170000561,3,2856
2017/7/8,400008,554170000561,2,5556
2017/7/8,400010,554170000561,2,2085
2017/7/8,400001,554170000561,3,2050
2017/7/9,400009,554170000562,1,1782
2017_/7/9,400008,554170000563,3,5143
2017/7/9,400005,554170000563,1,8072
2017/7/10,400010,554170000564,1,4439
2017/7/10,400002,554170000564,2,6160
2017!/{7-/.10,400007,554170000565,1,2884
2017/7/10,400002,554170000566,4,4542
2017/7/10,400003,554170000566,2,9990
2017/7/10,400006,554170000567,1,3065
2017/7/10,400005,554170000567,1,6208
2017/7/10,400001,554170000567,5,9176
2017!/{7-/.10,400002,554170000567,1,5484
2017/7/10,400007,55417XXXXXXX,2,7068
2017/7/10,400005,55417XXXXXXX,4,5777
2017/7/10,400004,55417XXXXXXX,5,9582
2017!/{7-/.11,400002,554170000569,1,5195
2017/7/11,400006,554170000570,5,3148
2017/7/11,400003,554170000570,5,3319
2017/7/12,400007,554170000571,4,1223
2017/7/12,4XXXXX,554170000572,2,6559
2017/7/12,400010,554170000572,3,9562
2017/7/12,400001,554170000572,4,1592
2017/7/12,400005,554170000572,5,3984
2017/7/13,400004,554170000573,1,6438
2017/7/13,400008,554170000573,3,7480
2017/7/13,400008,554170000574,1,6154
2017/7/13,400006,554170000574,3,5619
2017/7/14,400007,554170000575,3,9785
2017/7/14,400001,554170000576,1,8415
2017!/{7-/.14,400004,554170000576,2,1899
2017/7/14,4XXXXX,554170000576,2,7218
2017!/{7-/.14,400009,554170000576,2,9348
2017/7/14,400001,554170000577,1,4906
2017/7/14,400005,554170000578,3,6367
2017/7/14,400003,554170000578,4,9787
2017_/7/14,400004,554170000578,2,5710
2017/7/15,400002,554170000579,3,2513
2017/7/15,400001,554170000579,1,2056
2017_/7/15,400006,554170000579,3,9634
2017/7/15,400004,554170000579,4,9455
2017/7/15,400002,554170000580,4,3890
2017/7/15,400007,554170000580,2,1672
2017_/7/15,400008,554170000580,3,1884
2017/7/16,400005,554170000581,2,3450
2017/7/16,400008,554170000582,5,6583
2017/7/16,4XXXXX,554170000583,5,1340
2017!/{7-/.16,400006,554170000584,3,4763
2017!/{7-/.16,400002,554170000584,1,5622
2017/7/16,400003,554170000584,3,6088
2017/7/16,400004,554170000584,4,1278
2017/7/16,400003,554170000585,2,5441
2017/7/16,400009,554170000585,1,7167
2017/7/16,4XXXXX,554170000585,5,2716
2017/7/16,400001,554170000585,3,2442
2017_/7/17,400003,554170000586,4,5302
2017/7/17,400001,554170000586,1,2830
2017/7/18,400003,554170000587,4,4913
2017/7/18,400002,554170000587,4,7404
2017/7/18,4XXXXX,554170000587,4,6562
2017/7/18,4XXXXX,554170000588,2,1653
2017/7/18,400005,554170000589,2,8947
2017/7/18,400001,554170000589,2,4072
2017/7/18,400002,554170000589,5,7488
2017/7/18,400006,554170000589,2,2609
2017/7/18,400006,554170000590,5,1713
2017/7/18,400008,554170000591,2,3092
2017/7/18,400007,554170000591,1,9742
2017/7/18,400009,554170000591,2,5834
2017/7/19,400001,554170000592,5,6891
2017/7/19,400005,554170000592,1,8713
2017/7/19,400001,554170000593,5,5852
2017/7/19,400008,554170000593,4,5797
2017/7/19,4XXXXX,554170000593,5,2387
2017/7/19,400006,554170000594,5,7275
2017/7/19,400007,554170000595,5,7464
2017/7/19,400009,554170000595,2,4476
2017/7/20,400007,554170000596,4,4576
2017!/{7-/.20,4XXXXX,554170000596,1,8378
2017/7/20,400008,554170000596,1,5401
2017_/7/20,400003,554170000597,5,8444
2017/7/20,400007,554170000598,1,7602
2017!/{7-/.20,400010,554170000598,3,1037
2017/7/20,400006,554170000599,2,6566
2017/7/20,400004,554170000599,2,2666
2017/7/20,400001,554170000599,1,2826
2017/7/21,400006,554170000600,5,9385
2017/7/21,4XXXXX,554170000600,5,8859
2017/7/21,400010,554170000600,5,4018
2017/7/21,400008,554170000601,4,6275
2017/7/21,400010,55417XXXXXXX,5,3384
2017/7/21,400006,55417XXXXXXX,4,7218
2017/7/21,400002,554170000603,5,2806
2017/7/21,400006,554170000603,1,9185
2017!/{7-/.22,400008,554170000604,1,2015
2017/7/22,400006,554170000605,2,9913
2017/7/22,4XXXXX,554170000605,3,2464
2017/7/22,400008,554170000605,4,1992
2017_/7/22,400003,554170000605,3,7993
2017/7/23,400002,554170000606,1,5235
2017/7/24,400006,554170000607,3,4207
2017/7/24,400002,554170000607,1,9440
2017/7/24,400004,554170000607,2,3944
2017/7/25,400006,554170000608,2,2770
2017/7/25,400004,554170000608,3,8863
2017/7/25,400008,554170000608,3,5613
2017/7/26,400008,554170000609,3,9970
2017/7/26,400001,554170000609,1,2639
2017/7/26,400003,554170000609,4,4737
2017/7/26,400006,554170000610,4,4883
2017/7/26,400005,554170000610,3,2620
2017/7/26,400004,554170000611,4,3453
2017/7/26,400001,554170000612,2,1673
2017/7/26,400010,554170000612,3,8433
2017/7/26,400004,554170000613,5,7911
2017/7/26,400008,554170000613,1,8015
2017/7/26,4XXXXX,554170000613,4,5407
2017/7/26,400002,554170000613,3,6036
2017/7/27,400004,554170000614,3,8517
2017!/{7-/.27,400005,554170000615,5,9042
2017/7/27,400004,554170000615,4,3430
2017/7/27,4XXXXX,554170000615,4,9317
2017!/{7-/.27,400009,554170000615,3,8510
2017!/{7-/.27,400006,554170000616,5,2637
2017/7/27,400003,554170000616,4,9479
2017/7/27,400009,554170000616,3,7437
2017/7/27,4XXXXX,554170000616,1,2525
2017/7/27,400007,554170000617,5,1887
2017!/{7-/.27,400002,554170000618,4,6748
2017!/{7-/.27,400006,554170000618,1,6183
2017/7/27,400003,554170000618,1,2417
2017/7/28,400005,554170000619,4,6132
2017/7/28,400006,554170000619,2,6898
2017/7/28,400010,554170000619,2,9787
2017/7/28,400005,554170000620,2,6369
2017_/7/28,4XXXXX,554170000620,1,3033
2017!/{7-/.28,400008,554170000620,4,1814
2017/7/28,400002,554170000620,4,6400
2017/7/28,400007,554170000621,5,8266
2017/7/28,400001,554170000621,2,4115
2017/7/28,400003,554170000621,2,4226
2017!/{7-/.28,400002,554170000622,4,2345
2017/7/28,400001,554170000622,1,5098
2017!/{7-/.28,4XXXXX,554170000622,3,6264
2017/7/29,400010,554170000623,4,6549
2017/7/29,400009,554170000623,4,1497
2017/7/30,400005,554170000624,3,9823
2017/7/30,400010,554170000624,4,6276
2017/7/30,4XXXXX,554170000624,3,8184
2017/7/30,400001,554170000624,2,9977
2017/8/1,400007,554170000625,5,3795
2017/8/1,4XXXXX,554170000625,4,5337
2017/8/1,400008,554170000625,1,3740
2017/8/1,400003,554170000626,4,8214
2017_/8/1,400010,554170000626,3,1364
2017/8/1,400009,554170000626,2,8175
2017/8/1,400005,554170000626,2,9891
2017/8/1,400004,554170000627,3,8512
2017/8/2,400008,55417XXXXXXX,4,7125
2017/8/2,400001,55417XXXXXXX,4,1565
2017/8/2,400001,554170000629,3,5670
2017/8/2,400009,554170000629,5,8808
2017!/{8-/.2,400001,554170000630,2,1541
2017/8/2,400005,554170000630,5,5502
2017/8/2,400007,554170000630,1,3499
2017/8/2,400001,554170000631,1,6114
2017!/{8-/.2,400004,554170000631,1,9806
2017/8/2,400003,554170000631,1,2436
2017/8/2,400007,554170000632,5,5253
2017/8/3,4XXXXX,554170000633,1,5910
2017/8/3,400002,554170000634,3,8637
2017_/8/3,400010,554170000634,2,8220
2017/8/3,400008,554170000634,5,8529
2017/8/3,400002,554170000635,5,9601
2017/8/3,400004,554170000635,2,9363
2017_/8/3,400008,554170000635,1,1697
2017/8/3,400003,554170000635,2,6730
2017/8/3,400008,554170000636,3,8955
2017/8/4,400008,554170000637,1,1254
2017/8/4,400004,554170000637,4,9225
2017/8/4,400002,554170000637,5,3084
2017/8/4,400010,554170000638,1,7699
2017/8/4,400001,554170000638,4,9464
2017/8/4,400004,554170000639,5,7318
2017/8/4,400006,554170000639,1,8902
2017/8/4,4XXXXX,554170000639,3,2641
2017/8/5,400007,554170000640,5,3954
2017_/8/5,400001,554170000640,4,1140
2017/8/5,400005,554170000640,4,6462
2017!/{8-/.5,400010,554170000640,4,8894
2017/8/5,400007,554170000641,5,6233
2017/8/5,400003,554170000641,3,7357
2017/8/5,400005,554170000641,4,2356
2017/8/5,400002,554170000641,5,3037
2017/8/6,400002,554170000642,4,7488
2017/8/6,400006,554170000642,4,8854
2017/8/6,400008,554170000643,1,3018
2017/8/6,400009,554170000643,1,3274
2017!/{8-/.6,400010,554170000643,1,1846
2017/8/6,400003,554170000643,4,2208
2017/8/6,400002,554170000644,2,1304
2017_/8/6,4XXXXX,554170000644,5,7455
2017/8/6,400001,554170000644,5,5420
2017/8/7,400006,554170000645,5,6436
2017!/{8-/.7,400005,554170000645,4,9074
2017/8/7,400003,554170000646,5,6334
2017/8/7,400005,554170000647,4,6298
2017/8/7,400009,554170000647,2,3771
2017/8/8,4XXXXX,554170000648,3,6126
2017/8/8,400007,554170000648,5,6113
2017/8/8,400004,554170000648,1,8257
2017/8/8,400004,554170000649,5,9027
2017/8/8,4XXXXX,554170000649,3,6470
2017/8/8,400003,554170000649,1,9212
2017/8/9,400010,554170000650,2,2864
2017/8/9,400008,554170000650,2,1888
2017_/8/9,400009,554170000650,1,7269
2017/8/9,400002,554170000651,3,3675
2017/8/9,400007,554170000651,1,7166
2017!/{8-/.9,400002,554170000652,1,4693
2017/8/9,4XXXXX,554170000652,3,7586
2017/8/9,400007,554170000652,3,8184
2017/8/9,400007,554170000653,1,1891
2017/8/9,4XXXXX,554170000653,3,7849
2017/8/9,400010,554170000654,1,4765
2017/8/10,400004,554170000655,4,3328
2017/8/10,4XXXXX,554170000655,4,3281
2017/8/10,400002,554170000655,2,2103
2017!/{8-/.11,400008,554170000656,3,3374
2017/8/11,400007,554170000656,2,1636
2017/8/11,400001,554170000657,1,5732
2017/8/11,400009,554170000657,3,4505
2017!/{8-/.11,400008,554170000657,5,2321
2017/8/11,400010,554170000657,1,1966
2017/8/11,400009,554170000658,3,3542
2017/8/11,400005,554170000658,5,4051
2017/8/12,400002,554170000659,2,2797
2017!/{8-/.12,400010,554170000660,3,1112
2017/8/12,400006,554170000660,1,4007
2017/8/12,400005,554170000660,4,8580
2017/8/12,400005,55417XXXXXXX,4,2711
2017/8/12,400001,55417XXXXXXX,1,9221
2017/8/12,4XXXXX,554170000662,4,2564
2017/8/12,400008,554170000662,1,6911
2017!/{8-/.12,400009,554170000662,3,1195
2017/8/12,400002,554170000662,2,1179
2017/8/13,400009,554170000663,2,5387
2017/8/13,400002,554170000663,3,6613
2017/8/13,4XXXXX,554170000664,4,9969
2017!/{8-/.13,400007,554170000664,1,2947
2017!/{8-/.13,400004,554170000665,4,2016
2017/8/13,400009,554170000665,2,6105
2017/8/14,400005,554170000666,2,9413
2017/8/14,400003,554170000667,2,6083
2017/8/14,4XXXXX,554170000668,5,6545
2017/8/14,400005,554170000668,5,9920
2017/8/15,400002,554170000669,3,8865
2017/8/15,400001,55417XXXXXXX,5,8868
2017/8/15,400006,55417XXXXXXX,4,5215
2017/8/15,400005,55417XXXXXXX,2,6369
2017_/8/15,400008,55417XXXXXXX,2,8712
2017/8/15,400010,554170000671,2,7244
2017_/8/15,400001,554170000671,5,8207
2017/8/15,400003,554170000672,3,7828
2017!/{8-/.15,4XXXXX,554170000672,1,2551
2017!/{8-/.15,400001,554170000672,2,9221
2017/8/15,400005,554170000672,3,9675
2017/8/16,400006,554170000673,3,5225
2017/8/16,4XXXXX,554170000674,1,6175
2017/8/16,400010,554170000674,3,4977
2017/8/16,400002,554170000674,2,1388
2017/8/16,400008,554170000675,1,1226
2017/8/16,400007,554170000675,1,2673
2017!/{8-/.16,400006,554170000675,3,1237
2017/8/16,400004,554170000675,3,3009
2017/8/17,400010,554170000676,1,9497
2017/8/17,4XXXXX,554170000676,4,2587
2017/8/17,400003,554170000677,5,4959
2017/8/17,4XXXXX,554170000677,1,4653
2017/8/17,400001,554170000678,5,6391
2017_/8/17,400009,554170000678,2,6355
2017!/{8-/.17,400007,554170000678,5,1610
2017/8/18,400009,554170000679,4,7669
2017/8/18,400001,554170000679,5,7277
2017/8/18,400002,554170000679,1,7733
2017/8/18,400005,554170000679,1,6370
2017/8/18,400009,554170000680,3,1502
2017/8/18,400001,554170000680,2,1872
2017/8/18,400010,554170000680,5,1192
2017/8/18,400005,554170000681,1,9218
2017/8/19,400003,554170000682,1,7224
2017/8/20,400008,554170000683,3,4063
2017/8/20,400005,554170000684,5,5076
2017/8/20,400007,554170000684,2,1158
2017/8/20,400004,554170000684,2,8958
2017/8/20,400010,554170000685,2,2376
2017/8/20,400001,554170000685,3,2637
2017/8/20,400004,554170000685,2,4011
2017/8/21,400010,554170000686,2,8211
2017/8/21,400001,554170000686,2,5681
2017/8/21,400007,554170000686,1,3577
2017_/8/21,400008,554170000687,5,5189
2017/8/21,400006,554170000687,3,9978
2017/8/22,400004,554170000688,4,1999
2017/8/22,4XXXXX,554170000688,3,6090
2017!/{8-/.23,400001,554170000689,5,2857
2017_/8/24,400002,554170000690,1,2238
2017/8/24,400008,554170000690,3,3218
2017!/{8-/.24,400004,554170000691,3,8854
2017!/{8-/.24,400006,554170000692,2,8146
2017/8/24,400007,554170000692,1,6229
2017/8/24,400008,554170000692,3,1274
2017/8/24,400004,554170000692,5,2760
2017/8/24,400003,554170000693,1,1176
2017/8/24,400009,554170000693,5,7834
2017!/{8-/.24,400001,554170000693,1,8766
2017/8/24,4XXXXX,554170000693,1,7870
2017/8/24,400004,554170000694,5,6724
2017/8/24,400007,554170000694,2,6911
2017/8/24,400009,554170000694,1,9671
2017!/{8-/.24,400005,554170000694,4,6300
2017/8/25,400009,554170000695,2,8955
2017/8/25,400003,554170000695,1,9975
2017/8/25,400004,554170000696,2,2871
2017!/{8-/.25,400003,554170000696,1,9870
2017/8/25,400010,554170000697,5,1511
2017/8/25,400003,554170000697,2,1246
2017/8/25,400005,554170000698,3,1630
2017/8/25,400003,554170000698,1,2487
2017/8/25,400009,554170000698,2,9653
2017/8/25,4XXXXX,554170000699,1,6541
2017/8/25,400003,554170000699,4,8622
2017/8/26,400003,554170000700,1,9238
2017/8/26,400009,554170000700,5,2181
2017_/8/26,4XXXXX,554170000700,3,3703
2017/8/26,400005,554170000700,2,7598
2017/8/26,400006,554170000701,2,6449
2017/8/26,400005,554170000701,4,7191
2017/8/26,400008,554170000701,3,8283
2017_/8/27,4XXXXX,554170000702,3,7603
2017/8/27,400010,554170000702,4,7300
2017/8/27,400008,554170000702,3,7514
2017/8/27,400007,554170000702,5,9120
2017!/{8-/.28,400004,554170000703,2,8123
2017/8/28,400007,554170000703,3,7845
2017/8/28,400006,554170000703,2,2419
2017_/8/28,400002,554170000704,5,5564
2017/8/28,400008,554170000705,3,1715
2017/8/28,400001,554170000705,2,6712
2017/8/28,400002,554170000705,5,4235
2017/8/28,400010,554170000705,2,9579
2017/8/28,400009,554170000706,4,7574
2017/8/28,4XXXXX,554170000706,4,9708
2017/8/29,400001,554170000707,4,8058
2017/8/29,4XXXXX,554170000707,3,7044
2017!/{8-/.29,400006,554170000707,1,6442
2017/8/29,400010,554170000708,1,8506
2017_/8/29,400003,554170000708,4,4401
2017/8/29,400001,554170000708,4,3628
2017!/{8-/.29,400006,554170000708,5,8011
2017/8/29,400008,554170000709,1,4981
2017/8/29,400002,554170000709,1,4343
2017/8/30,400006,554170000710,4,8503
2017/8/30,400001,554170000710,5,1713
2017/8/30,4XXXXX,554170000710,4,6338
2017/8/30,400002,554170000711,1,5505
2017/8/30,400006,554170000711,5,7523
2017/8/30,4XXXXX,554170000711,4,8467
2017/9/1,4XXXXX,554170000712,3,3652
2017!/{9-/.1,400009,554170000712,2,1849
2017/9/1,400003,554170000713,3,8282
2017/9/1,400006,554170000713,3,7920
2017/9/1,400007,554170000714,1,5972
2017/9/1,400006,554170000714,4,8147
2017/9/1,400006,554170000715,1,6665
2017/9/1,400010,554170000715,3,2156
2017/9/1,400008,554170000715,4,5311
2017/9/1,4XXXXX,554170000715,3,8426
2017/9/1,400004,554170000716,4,6710
2017/9/2,400003,554170000717,3,4926
2017/9/2,400001,554170000717,2,7426
2017/9/2,400004,554170000717,4,1989
2017!/{9-/.2,400009,554170000717,5,9667
2017/9/3,400006,554170000718,4,7390
2017/9/3,400001,554170000718,3,4141
2017/9/3,400007,554170000718,5,3358
2017_/9/3,400002,554170000718,4,8550
2017/9/3,400005,554170000719,1,1545
2017/9/3,400006,554170000719,5,8348
2017/9/3,400001,554170000720,2,4575
2017/9/3,4XXXXX,554170000720,5,4743
2017/9/3,400003,554170000720,2,4188
2017/9/3,400008,554170000720,4,3319
2017_/9/3,4XXXXX,554170000721,1,3257
2017/9/4,400009,554170000722,5,6360
2017/9/4,400003,554170000722,4,7185
2017!/{9-/.4,400005,554170000722,3,1695
2017!/{9-/.5,400007,554170000723,2,2654
2017/9/5,400009,554170000724,5,9381
2017/9/5,400007,554170000724,4,4200
2017/9/5,4XXXXX,554170000724,3,7909
2017/9/5,400006,554170000725,5,3985
2017_/9/5,400003,554170000725,5,3674
2017/9/6,400009,554170000726,2,8851
2017/9/6,400010,554170000726,3,4207
2017_/9/7,400004,554170000727,2,7959
2017!/{9-/.7,400006,554170000728,1,8816
2017/9/7,400005,554170000728,3,4105
2017/9/7,400002,554170000728,2,5026
2017/9/7,400010,554170000729,1,8048
2017/9/7,400002,554170000729,4,5482
2017!/{9-/.7,400003,554170000729,5,1518
2017/9/8,400008,554170000730,3,9553
2017!/{9-/.9,400003,554170000731,3,5521
2017/9/9,400008,554170000731,4,7426
2017/9/9,400007,554170000731,2,5387
2017/9/9,400001,554170000731,1,9449
2017/9/9,400010,55417XXXXXXX,1,5451
2017/9/9,400001,55417XXXXXXX,2,1055
2017/9/9,400009,55417XXXXXXX,3,2389
2017/9/9,400010,554170000733,3,3901
2017/9/9,4XXXXX,554170000733,4,2512
2017/9/9,400005,554170000733,2,4462
2017!/{9-/.10,400001,554170000734,3,2129
2017/9/10,400010,554170000734,5,5342
2017/9/10,4XXXXX,554170000735,5,6443
2017/9/10,400009,554170000735,4,1000
2017/9/10,400005,554170000735,5,3200
2017/9/10,400010,554170000735,3,3108
2017/9/11,400003,554170000736,3,3672
2017/9/11,400006,554170000736,2,3226
2017_/9/11,4XXXXX,554170000736,2,4595
2017/9/11,400010,554170000737,2,1562
2017!/{9-/.11,400009,554170000737,3,9291
2017/9/11,400007,554170000738,3,9207
2017/9/11,400002,554170000738,2,3376
2017/9/11,400004,554170000739,5,3285
2017/9/11,400003,554170000739,4,5522
2017_/9/11,400002,554170000739,4,8283
2017/9/12,4XXXXX,554170000740,5,1364
2017/9/12,400006,554170000740,1,5667
2017/9/12,400007,554170000741,4,6984
2017!/{9-/.12,400010,554170000741,4,6440
2017/9/12,400001,554170000741,1,5542
2017/9/13,400010,554170000742,5,7551
2017/9/13,400004,554170000742,2,4624
2017!/{9-/.13,400009,554170000742,1,8810
2017/9/13,400006,554170000742,1,8299
2017!/{9-/.13,4XXXXX,554170000743,1,6050
2017/9/13,400009,554170000743,5,9589
2017/9/13,400008,554170000744,5,3512
2017/9/13,400002,554170000744,4,7753
2017/9/13,400007,554170000744,5,9800
2017/9/13,400005,554170000744,3,9104
2017/9/14,400006,554170000745,3,7556
2017/9/14,4XXXXX,554170000745,3,6629
2017/9/14,400008,554170000745,2,9212
2017/9/14,400003,554170000745,2,7233
2017/9/14,400005,554170000746,4,9690
2017!/{9-/.14,400006,554170000746,5,1470
2017/9/15,400002,554170000747,2,1018
2017/9/15,400009,554170000747,5,9336
2017/9/15,4XXXXX,554170000747,1,2069
2017!/{9-/.15,400005,554170000747,5,7153
2017/9/16,400005,554170000748,2,9155
2017_/9/17,400005,554170000749,5,4463
2017!/{9-/.17,400008,55417XXXXXXX,1,9012
2017_/9/17,400010,55417XXXXXXX,3,1133
2017/9/17,400004,554170000751,1,3002
2017/9/17,400006,554170000751,2,3576
2017/9/17,400005,554170000751,2,3261
2017/9/17,400007,55417XXXXXXX,5,9658
2017/9/17,400008,55417XXXXXXX,5,3854
2017!/{9-/.17,400001,554170000753,5,8110
2017/9/17,400003,554170000753,3,7828
2017/9/17,400009,554170000753,5,4798
2017/9/17,400004,554170000753,3,8715
2017/9/18,400003,554170000754,2,7614
2017/9/18,400008,554170000754,4,1776
2017/9/18,400008,554170000755,5,9128
2017/9/18,400005,554170000755,1,1841
2017/9/18,4XXXXX,554170000756,2,7226
2017/9/18,400010,554170000756,2,7377
2017!/{9-/.18,400002,554170000756,5,1427
2017/9/18,400010,554170000757,3,1722
2017_/9/18,400002,554170000757,3,8196
2017/9/18,400003,554170000757,3,2583
2017/9/19,400006,554170000758,4,6798
2017/9/19,400010,554170000758,4,5815
2017/9/19,400004,554170000758,3,6002
2017/9/19,4XXXXX,554170000759,2,3817
2017/9/19,400006,554170000759,4,8541
2017/9/19,400001,554170000759,5,9317
2017/9/19,400002,554170000759,1,9992
2017/9/19,400001,554170000760,5,2896
2017/9/19,400008,554170000760,2,9029
2017!/{9-/.19,400004,554170000760,4,5868
2017/9/19,400009,554170000760,2,3007
2017/9/20,400002,554170000761,3,7091
2017/9/20,400004,554170000761,1,6585
2017/9/20,400007,554170000761,5,9622
2017/9/20,400009,554170000762,5,9630
2017/9/20,400004,554170000762,4,9047
2017!/{9-/.21,4XXXXX,554170000763,3,4799
2017/9/21,400001,554170000763,1,7394
2017/9/21,400007,554170000763,2,4887
2017/9/22,400009,554170000764,4,6480
2017/9/22,400006,554170000764,2,2118
2017/9/22,4XXXXX,554170000764,4,1263
2017/9/22,400010,554170000764,1,6655
2017/9/22,400002,554170000765,1,8298
2017!/{9-/.22,400001,554170000765,3,7782
2017!/{9-/.22,400008,554170000766,5,3884
2017/9/22,400003,554170000766,2,8759
2017/9/23,400005,554170000767,1,3557
2017/9/23,400003,554170000767,3,3597
2017/9/23,400010,554170000768,2,8596
2017/9/23,400007,554170000768,5,3791
2017/9/23,400003,554170000768,5,7838
2017/9/23,400006,554170000769,3,2101
2017/9/23,400008,554170000769,3,8265
2017_/9/23,400003,554170000770,3,4568
2017/9/23,400010,554170000770,5,7447
2017/9/23,400007,554170000771,1,6021
2017/9/23,4XXXXX,554170000771,1,5329
2017_/9/24,400004,554170000772,5,3946
2017/9/24,4XXXXX,554170000772,5,7729
2017/9/24,400002,554170000772,5,4680
2017!/{9-/.24,400007,554170000772,2,1453
2017/9/24,400003,554170000773,3,2367
2017/9/24,400004,554170000773,1,6659
2017_/9/24,400007,554170000773,2,1942
2017!/{9-/.25,400003,554170000774,4,2798
2017/9/25,400010,554170000774,3,5854
2017/9/25,400009,554170000774,5,3689
2017/9/25,400004,554170000774,4,5836
2017/9/25,400004,554170000775,2,4328
2017/9/25,400010,554170000775,4,4742
2017/9/25,400009,554170000776,3,7958
2017/9/25,400008,554170000776,3,4130
2017_/9/25,400002,554170000777,5,4296
2017/9/25,4XXXXX,554170000778,2,6618
2017/9/25,400006,554170000778,4,3466
